41	467	334	500	169	724	0
667	299	35	894	703	811	0
322	333	673	664	141	711	0
40	942	264	648	446	805	0
393	548	629	623	84	954	0
986	290	161	636	355	767	0
945	909	209	758	221	588	0
900	788	127	467	728	893	0
648	483	807	421	310	617	0
195	485	93	343	523	587	0
38	179	190	657	958	191	0
815	888	156	511	202	634	0
272	55	328	646	362	886	0
557	476	892	389	75	712	0
182	285	88	426	617	757	0
687	529	549	437	866	949	0
488	282	455	734	114	701	0
185	53	912	808	832	945	0
313	756	321	558	646	982	0
481	144	196	222	129	161	0
535	450	173	466	44	659	0
292	439	253	24	154	510	0
492	142	222	286	64	900	0
882	86	565	487	577	474	0
153	520	790	924	188	763	0
477	108	113	887	801	850	0
585	41	423	129	229	565	0
754	511	741	175	459	825	0
850	398	279	701	193	734	0
637	534	556	993	176	705	0
855	855	142	462	611	877	0
17	932	112	695	169	831	0
44	258	335	759	192	605	0
601	77	215	683	213	992	0
27	84	75	786	498	970	0
706	363	10	171	489	240	0
164	542	619	913	591	704	0
423	527	600	969	15	565	0
608	60	221	758	954	888	0
748	67	536	783	35	226	0
185	38	853	629	224	748	0
426	606	173	429	404	705	0
626	812	375	93	565	36	0
736	141	814	994	256	652	0
416	452	8	262	233	454	0
317	213	109	28	200	80	0
212	288	82	954	85	710	0
115	679	110	898	73	788	0
686	80	116	249	667	528	0
136	630	114	809	84	556	0
269	479	238	423	918	866	0
158	22	146	392	37	925	0
647	458	602	807	98	830	0
509	300	695	573	589	161	0
643	534	677	668	68	991	0
508	185	238	237	443	313	0
192	454	869	681	465	267	0
179	595	169	327	42	310	0
330	48	928	492	433	840	0
982	328	352	369	244	794	0
264	497	243	649	15	841	0
189	100	812	648	523	851	0
340	487	899	525	483	538	0
840	497	785	529	540	805	0
791	392	210	549	578	979	0
971	277	73	193	620	497	0
19	761	56	890	163	683	0
240	517	6	670	241	882	0
577	750	7	729	81	995	0
168	55	191	973	922	748	0
651	986	144	446	577	517	0
318	135	376	774	859	998	0
74	253	922	635	643	888	0
716	573	561	245	473	274	0
171	166	396	697	20	694	0
617	15	626	684	168	906	0
928	97	118	390	199	785	0
387	444	186	507	360	827	0
74	431	152	271	268	693	0
872	106	656	343	593	80	0
508	80	340	76	58	493	0
740	546	474	773	97	880	0
225	9	12	136	455	762	0
5	47	594	487	326	276	0
271	945	221	470	183	589	0
372	563	28	264	801	723	0
490	604	601	227	197	692	0
812	151	15	55	393	738	0
245	338	144	290	339	154	0
330	733	223	594	130	846	0
338	963	135	697	209	630	0
293	855	734	561	56	606	0
125	118	737	28	119	577	0
737	91	556	795	60	901	0
793	432	136	580	875	907	0
351	329	290	974	72	591	0
943	834	243	349	702	707	0
413	400	816	690	162	935	0
360	38	588	811	245	467	0
425	867	189	542	63	547	0
502	617	99	23	226	203	0
48	51	570	636	458	967	0
954	78	585	257	333	893	0
850	22	240	911	492	651	0
610	177	71	236	459	643	0
993	782	203	461	290	662	0
209	497	283	250	58	421	0
175	581	787	271	287	999	0
118	205	540	828	459	622	0
567	493	596	161	746	538	0
989	248	879	647	149	931	0
187	83	85	390	250	686	0
755	381	128	502	277	862	0
646	889	478	883	925	265	0
825	718	573	712	37	998	0
134	401	78	382	169	736	0
478	939	138	721	426	663	0
857	41	891	264	623	915	0
829	448	227	798	224	324	0
274	133	885	38	170	862	0
400	24	193	105	412	765	0
597	376	254	669	108	927	0
493	68	366	102	438	600	0
819	318	290	984	339	556	0
855	60	93	472	402	676	0
543	373	266	651	275	528	0
100	551	476	379	943	877	0
561	563	504	946	888	308	0
157	430	123	464	74	346	0
498	369	291	400	179	117	0
230	157	681	567	310	866	0
405	53	171	580	740	530	0
160	294	54	333	146	229	0
860	208	982	162	506	878	0
317	134	53	135	258	593	0
127	633	240	862	127	577	0
817	340	142	100	400	558	0
270	452	375	631	640	934	0
40	986	834	248	539	765	0
464	557	248	556	170	450	0
182	301	293	99	332	44	0
331	75	4	50	26	66	0
348	281	32	256	910	872	0
527	137	343	768	233	995	0
926	906	191	443	188	227	0
811	225	143	595	16	615	0
804	6	368	641	335	698	0
325	313	23	312	618	457	0
41	125	534	860	0	907	0
623	353	36	547	346	826	0
299	56	728	267	751	19	0
641	296	262	720	244	918	0
149	14	695	503	32	851	0
269	248	137	397	424	168	0
156	345	351	923	118	550	0
97	836	591	406	510	813	0
624	204	356	917	227	555	0
89	296	950	112	122	529	0
549	280	245	128	62	426	0
335	190	677	49	5	886	0
388	675	143	377	130	487	0
488	215	8	310	940	799	0
351	129	137	33	600	864	0
878	286	624	734	75	349	0
647	618	13	727	712	896	0
411	40	250	504	483	766	0
155	191	990	832	858	996	0
879	301	812	676	164	357	0
709	371	642	339	336	621	0
501	34	129	358	436	469	0
488	319	589	513	259	851	0
271	283	364	38	12	184	0
759	501	574	733	59	714	0
745	18	15	974	252	846	0
901	326	153	184	649	350	0
350	315	36	361	760	984	0
388	425	101	610	450	982	0
621	193	38	754	593	895	0
280	638	167	420	345	883	0
206	106	302	696	833	611	0
67	415	645	175	354	448	0
849	75	26	124	607	774	0
133	97	679	736	555	633	0
86	231	480	975	260	514	0
406	222	686	794	577	844	0
683	547	240	485	464	723	0
337	653	168	130	255	466	0
979	85	713	935	735	883	0
792	65	278	198	496	386	0
960	510	591	867	33	675	0
541	259	631	572	514	966	0
859	305	496	833	223	852	0
371	444	107	271	87	99	0
519	596	715	552	492	753	0
865	686	19	259	313	435	0
28	101	468	869	456	731	0
578	74	395	843	274	316	0
95	174	38	183	658	295	0
590	480	408	505	702	858	0
818	557	561	120	28	656	0
518	220	35	314	456	147	0
156	134	360	751	208	478	0
189	372	419	301	702	844	0
523	539	609	827	637	186	0
720	291	988	929	72	977	0
472	645	592	972	628	196	0
956	158	749	620	296	724	0
691	588	538	664	104	877	0
146	328	855	804	741	909	0
312	99	161	47	405	290	0
815	64	226	472	479	593	0
482	5	536	333	105	587	0
245	59	169	744	362	769	0
300	768	423	347	396	566	0
260	158	425	267	312	734	0
94	592	270	119	17	313	0
16	50	193	945	852	747	0
521	61	344	259	366	885	0
432	799	20	735	98	792	0
916	182	29	316	59	758	0
583	399	135	357	70	271	0
96	33	493	768	873	935	0
850	287	40	769	223	588	0
158	58	794	791	341	837	0
900	232	675	736	438	958	0
580	85	13	284	253	727	0
137	351	731	617	233	571	0
376	529	731	44	342	467	0
240	581	623	941	131	749	0
275	84	682	911	106	868	0
250	670	145	925	148	874	0
537	695	525	629	851	788	0
766	222	957	553	271	955	0
389	625	29	128	39	527	0
881	467	721	952	322	828	0
753	249	58	575	90	638	0
287	41	26	530	209	820	0
71	775	9	430	794	622	0
736	890	15	452	754	782	0
128	465	329	259	82	389	0
165	645	120	810	128	970	0
269	552	235	471	344	830	0
452	284	905	812	21	341	0
575	290	525	611	167	982	0
969	488	164	963	124	534	0
133	175	241	514	147	362	0
688	466	116	856	180	429	0
732	280	167	966	690	868	0
833	3	910	240	27	610	0
565	599	251	318	81	558	0
298	343	234	841	19	352	0
62	411	811	793	405	881	0
171	851	695	223	637	649	0
800	407	134	884	177	812	0
149	257	312	401	199	727	0
376	255	742	748	103	815	0
732	76	667	403	367	899	0
54	167	212	114	129	793	0
27	361	952	496	646	183	0
335	592	18	265	370	336	0
268	374	152	848	235	638	0
762	237	272	792	200	343	0
519	481	370	991	145	984	0
714	85	79	399	282	386	0
741	267	662	655	81	695	0
31	66	429	722	556	818	0
373	31	604	783	791	422	0
369	538	604	776	212	991	0
943	312	232	883	239	768	0
316	890	367	606	221	975	0
520	792	565	547	258	684	0
229	560	718	73	79	709	0
662	224	574	682	475	815	0
490	197	56	773	589	862	0
536	429	888	539	585	841	0
167	520	560	47	581	382	0
364	498	508	878	338	723	0
514	290	416	801	339	544	0
458	71	106	305	1	434	0
803	439	194	488	664	673	0
48	358	280	487	764	713	0
914	155	290	446	182	635	0
93	936	846	238	456	403	0
647	426	43	244	592	761	0
635	263	830	514	336	783	0
351	199	3	442	280	16	0
262	444	649	485	55	572	0
931	322	79	202	176	580	0
269	388	429	885	2	610	0
393	65	928	572	284	726	0
652	175	750	678	455	893	0
630	406	531	489	165	521	0
425	524	818	302	120	659	0
967	102	265	881	843	710	0
451	115	804	785	333	564	0
297	340	923	901	343	876	0
782	315	80	21	425	752	0
204	446	412	4	45	825	0
597	189	163	444	621	705	0
164	58	511	383	846	943	0
709	72	468	703	864	845	0
838	31	221	217	624	584	0
815	344	352	19	70	367	0
418	622	719	666	218	991	0
828	235	953	612	682	876	0
620	545	929	168	141	762	0
834	633	270	82	0	560	0
364	141	99	336	665	833	0
110	168	417	397	125	406	0
599	643	155	464	537	558	0
859	324	799	653	701	841	0
241	803	6	620	670	849	0
513	126	497	64	215	293	0
827	499	61	90	135	100	0
857	319	875	149	190	946	0
798	467	346	509	80	479	0
770	14	510	355	232	765	0
618	720	237	264	709	703	0
640	131	570	754	535	903	0
979	365	754	171	22	844	0
118	900	700	234	606	680	0
518	349	947	580	299	448	0
727	250	82	247	99	50	0
806	438	396	518	262	944	0
726	15	893	323	569	124	0
639	455	561	651	410	677	0
700	342	630	425	430	451	0
596	527	807	287	27	920	0
805	127	837	710	583	803	0
278	80	434	711	229	853	0
61	167	603	166	938	226	0
901	189	216	956	239	725	0
125	532	178	421	716	762	0
507	622	327	492	320	999	0
252	12	20	431	476	691	0
132	358	788	744	4	930	0
727	649	519	868	174	901	0
436	825	52	812	24	845	0
296	202	773	758	305	677	0
371	176	586	874	242	241	0
592	536	620	617	229	624	0
39	163	600	774	444	999	0
525	80	217	824	449	86	0
674	257	185	215	58	275	0
591	28	661	612	696	876	0
698	550	758	728	145	742	0
838	232	119	337	566	432	0
737	102	15	63	117	317	0
852	211	230	589	1	15	0
82	831	839	619	169	647	0
720	380	441	550	339	738	0
255	684	535	594	146	790	0
36	47	505	607	278	958	0
808	52	41	791	576	924	0
827	979	46	139	838	81	0
898	792	221	697	293	813	0
767	978	30	921	191	890	0
93	444	809	507	40	523	0
856	445	262	997	650	789	0
65	705	127	447	427	503	0
815	263	760	316	581	777	0
786	393	320	414	944	857	0
665	206	98	418	619	791	0
728	261	977	736	25	606	0
183	347	723	81	63	544	0
269	180	223	347	402	165	0
82	423	55	187	807	809	0
330	91	111	544	344	75	0
689	205	756	724	217	856	0
48	760	280	650	88	966	0
67	778	173	843	48	932	0
290	241	264	666	74	692	0
148	412	892	216	158	827	0
250	896	196	678	108	486	0
437	303	323	1	41	845	0
630	94	400	993	54	394	0
204	542	124	569	581	643	0
827	201	502	23	38	561	0
636	210	917	593	477	792	0
395	102	316	7	22	764	0
242	332	842	420	225	881	0
145	53	709	895	747	508	0
490	375	546	439	48	565	0
470	199	115	366	465	232	0
911	115	387	221	237	604	0
578	640	864	566	694	931	0
90	164	597	725	107	883	0
415	377	94	380	355	168	0
934	383	611	316	403	948	0
598	117	790	868	374	692	0
448	106	184	848	926	567	0
543	848	226	760	57	863	0
646	490	668	526	386	610	0
994	86	734	452	275	541	0
433	260	725	826	125	690	0
461	295	652	643	90	747	0
965	124	284	525	953	792	0
