827	436	391	604	902	153	1
316	35	190	842	288	106	1
890	729	370	350	6	101	1
673	386	21	745	924	72	1
270	829	777	573	97	512	1
655	574	31	52	350	150	1
941	724	966	430	107	191	1
422	946	506	30	413	168	1
900	591	762	655	410	359	1
602	350	291	836	374	20	1
881	998	322	651	21	699	1
832	932	169	154	721	189	1
434	549	441	512	145	60	1
745	649	186	313	474	22	1
334	874	372	159	833	70	1
543	924	23	972	61	181	1
187	360	413	974	270	170	1
18	464	119	152	800	87	1
60	926	10	757	170	315	1
576	227	43	758	164	109	1
625	627	629	928	423	520	1
902	962	123	596	737	261	1
195	525	264	260	202	116	1
958	578	365	7	477	200	1
58	439	303	760	357	324	1
111	704	835	356	72	350	1
559	932	296	855	53	962	1
584	734	654	972	457	369	1
67	848	675	938	223	142	1
221	870	626	934	205	783	1
424	678	752	443	296	673	1
467	541	129	240	813	174	1
287	847	604	503	221	663	1
289	944	865	540	245	508	1
318	870	601	323	132	472	1
146	690	949	843	430	620	1
318	726	411	25	355	1	1
75	913	142	196	948	72	1
936	838	482	355	15	131	1
303	634	303	256	148	124	1
318	858	50	155	361	264	1
722	938	37	410	461	234	1
937	869	58	700	971	264	1
941	790	723	363	28	184	1
778	200	71	885	974	71	1
676	629	650	598	309	693	1
340	686	21	662	721	64	1
745	762	423	531	806	268	1
318	602	907	307	481	12	1
439	958	722	704	995	52	1
675	792	361	754	398	146	1
591	949	135	505	337	4	1
876	826	396	572	249	640	1
419	565	805	585	216	450	1
615	609	64	166	893	74	1
172	968	358	31	268	426	1
594	950	343	754	481	12	1
556	974	447	21	283	222	1
196	783	828	727	426	871	1
501	850	128	111	650	149	1
364	381	590	823	237	23	1
651	258	213	860	783	286	1
257	750	614	598	458	661	1
418	489	159	449	924	72	1
629	916	874	791	469	912	1
162	955	183	394	180	97	1
214	282	7	432	896	367	1
522	882	810	641	231	187	1
296	281	21	455	947	124	1
643	465	172	529	981	112	1
658	293	206	578	948	206	1
885	337	311	604	677	406	1
93	584	987	761	493	217	1
779	663	259	653	936	95	1
455	725	71	808	559	156	1
602	832	905	440	375	562	1
885	962	80	836	797	202	1
43	742	21	922	512	248	1
652	753	33	29	987	42	1
993	790	962	965	1	105	1
515	621	993	826	722	838	1
705	874	663	722	195	566	1
611	990	338	641	258	47	1
361	742	194	699	188	178	1
42	357	941	847	469	345	1
380	913	964	710	61	385	1
73	504	462	703	102	69	1
244	844	49	118	65	363	1
580	477	616	876	178	220	1
389	932	619	81	3	130	1
760	752	758	433	255	65	1
273	792	193	933	137	103	1
48	469	930	811	814	90	1
427	743	604	599	474	195	1
89	503	66	412	840	570	1
927	773	134	251	675	336	1
356	71	80	935	145	282	1
675	862	72	773	480	238	1
957	759	700	452	93	241	1
542	998	86	18	621	424	1
686	804	385	142	842	260	1
161	620	343	578	187	113	1
124	507	7	584	951	101	1
489	958	441	790	13	412	1
532	761	469	503	729	107	1
171	654	947	514	523	229	1
334	620	171	792	964	154	1
866	693	664	775	0	212	1
604	489	631	744	388	610	1
718	919	259	927	609	119	1
479	716	300	396	853	458	1
843	693	466	951	140	94	1
744	840	182	569	120	393	1
292	962	214	527	807	194	1
537	623	922	927	29	211	1
679	577	837	402	115	292	1
665	781	202	610	828	256	1
705	965	23	769	715	253	1
512	593	530	161	234	258	1
719	484	224	93	435	224	1
94	582	867	627	5	146	1
578	956	677	403	42	300	1
396	339	86	94	846	43	1
594	993	67	187	640	79	1
978	748	850	892	444	654	1
991	166	717	846	93	187	1
537	814	363	651	219	290	1
917	683	918	584	252	586	1
238	911	252	463	508	149	1
88	245	231	920	106	271	1
651	880	844	743	741	245	1
489	758	490	775	410	132	1
435	693	72	916	716	328	1
56	826	902	758	588	21	1
719	677	91	47	785	231	1
406	684	954	769	709	956	1
869	583	256	692	640	87	1
55	913	462	473	84	160	1
506	767	53	793	505	146	1
609	924	854	465	239	206	1
209	492	499	175	36	61	1
328	936	204	700	523	364	1
141	670	845	506	88	256	1
917	290	967	707	234	246	1
668	974	176	137	633	241	1
956	524	966	581	144	240	1
700	217	16	943	624	64	1
632	789	46	145	3	152	1
584	790	617	182	66	116	1
613	600	252	145	861	151	1
859	997	999	899	120	320	1
870	754	72	176	701	415	1
242	618	70	631	61	219	1
502	928	721	898	447	945	1
276	506	702	684	23	270	1
848	784	245	187	462	343	1
442	735	389	373	480	73	1
11	976	547	121	202	245	1
702	564	539	572	257	370	1
920	654	359	80	298	391	1
136	499	775	790	376	256	1
495	566	456	186	437	198	1
626	364	85	665	908	340	1
360	814	154	12	752	338	1
681	970	147	53	708	508	1
444	936	278	406	427	313	1
722	983	231	503	232	300	1
56	656	62	616	524	129	1
816	803	90	912	289	253	1
979	299	322	902	602	369	1
654	729	734	438	274	226	1
307	518	333	437	695	179	1
471	778	440	456	148	444	1
745	125	210	698	616	180	1
732	638	165	64	518	399	1
49	518	467	558	143	61	1
230	665	152	0	617	173	1
786	668	597	579	224	728	1
591	562	576	854	72	134	1
439	718	107	268	554	50	1
342	780	877	406	295	686	1
678	960	101	949	364	385	1
923	499	731	849	442	606	1
683	988	619	946	190	275	1
392	752	324	773	740	255	1
114	980	458	358	124	8	1
311	667	717	928	590	99	1
743	439	301	493	927	269	1
6	491	870	615	195	143	1
763	771	592	935	217	412	1
230	429	424	699	153	151	1
182	344	142	448	636	353	1
549	888	823	825	251	190	1
170	494	216	729	726	38	1
485	822	3	161	896	141	1
621	596	4	514	799	210	1
710	758	372	295	906	14	1
274	884	629	335	460	105	1
