944	439	626	323	537	538	2
639	658	704	930	977	306	2
7	337	457	287	753	383	2
596	21	348	199	668	484	2
281	734	53	999	418	938	2
813	514	309	616	935	451	2
314	503	448	200	458	618	2
401	789	255	423	2	585	2
976	329	368	692	425	555	2
718	753	139	423	279	996	2
168	18	787	905	958	391	2
202	625	477	414	314	824	2
487	297	518	177	773	270	2
3	432	505	593	725	31	2
235	833	711	760	896	667	2
371	466	678	593	851	484	2
940	851	662	829	900	713	2
460	428	993	384	405	540	2
526	357	337	271	869	361	2
896	22	617	112	717	696	2
990	145	353	314	651	740	2
824	601	392	759	670	428	2
303	422	98	247	584	648	2
971	864	913	75	545	712	2
546	678	769	262	519	985	2
152	87	570	763	901	103	2
28	543	347	88	943	637	2
409	463	49	681	588	342	2
549	496	584	515	964	342	2
690	650	662	634	893	353	2
903	676	643	909	902	561	2
489	948	282	653	674	220	2
8	619	971	3	945	781	2
484	774	380	815	951	541	2
333	867	153	295	168	825	2
516	726	666	87	681	964	2
309	415	902	873	124	941	2
659	498	486	196	462	633	2
816	230	449	925	658	229	2
520	940	560	147	162	655	2
714	946	188	569	638	663	2
75	515	521	475	615	528	2
161	524	549	469	330	923	2
350	333	925	910	737	336	2
337	278	393	636	714	164	2
182	391	495	764	874	364	2
122	547	577	789	605	195	2
166	700	367	692	787	532	2
18	776	220	111	182	856	2
742	610	472	128	434	841	2
63	756	807	278	489	435	2
474	633	891	200	854	990	2
492	193	252	11	560	834	2
370	607	196	74	722	611	2
716	932	452	741	954	813	2
136	680	198	32	387	584	2
678	676	753	899	784	565	2
93	608	172	243	929	514	2
878	140	611	947	445	170	2
975	489	750	149	333	865	2
705	479	321	538	351	447	2
666	486	455	28	614	860	2
253	777	348	503	861	431	2
82	455	197	106	752	821	2
550	353	181	287	699	110	2
486	199	420	710	271	813	2
768	22	413	0	542	537	2
38	388	355	289	647	181	2
501	482	447	665	753	104	2
84	95	525	221	964	781	2
80	868	411	713	968	251	2
216	79	768	40	531	933	2
335	72	400	707	955	666	2
141	588	481	168	315	396	2
18	368	717	714	650	290	2
253	83	420	814	718	244	2
63	229	652	864	769	470	2
487	196	33	88	935	779	2
998	545	597	218	838	844	2
771	363	301	363	721	565	2
604	623	225	78	724	981	2
184	75	382	119	741	432	2
684	779	279	283	667	836	2
695	139	468	998	83	639	2
828	581	399	978	891	23	2
502	141	687	346	891	637	2
556	531	495	44	591	803	2
352	658	479	302	683	990	2
2	568	422	895	135	8	2
154	529	552	74	149	730	2
552	773	470	731	747	511	2
869	398	498	103	352	679	2
53	43	522	88	563	834	2
883	662	902	262	420	770	2
864	407	295	428	681	490	2
840	633	37	893	630	274	2
307	997	151	423	890	717	2
504	979	138	700	530	461	2
670	538	476	555	917	371	2
953	308	223	684	792	667	2
676	395	641	986	651	109	2
424	565	872	832	885	428	2
260	45	778	821	855	520	2
946	103	231	115	839	858	2
829	645	394	199	645	272	2
897	542	608	203	277	125	2
629	84	909	878	923	85	2
808	632	478	814	787	239	2
798	642	2	321	104	946	2
472	407	494	505	440	383	2
262	409	607	38	360	471	2
739	666	522	283	160	553	2
705	91	259	386	687	629	2
42	317	45	356	388	452	2
53	7	469	216	722	842	2
832	123	461	991	461	330	2
28	453	909	973	981	503	2
671	47	115	592	311	657	2
830	593	806	849	854	272	2
471	428	559	241	421	688	2
937	174	512	97	551	695	2
817	492	292	237	530	613	2
705	713	11	913	693	664	2
48	768	624	511	954	235	2
785	528	443	0	555	671	2
796	312	262	52	731	987	2
723	872	448	323	153	948	2
395	197	508	908	411	993	2
805	684	478	145	840	833	2
982	901	306	635	860	471	2
686	589	540	237	850	759	2
522	911	280	455	358	847	2
870	990	873	327	413	454	2
896	472	450	241	641	646	2
525	213	824	929	695	403	2
621	692	293	117	717	403	2
61	904	238	571	886	405	2
625	219	584	174	984	459	2
27	148	993	382	271	669	2
893	877	14	104	484	943	2
299	890	493	74	549	774	2
314	173	69	218	865	833	2
368	421	258	157	647	982	2
238	122	723	906	706	189	2
102	286	468	698	979	411	2
672	836	277	553	976	670	2
511	125	838	296	939	544	2
555	482	253	0	754	289	2
997	707	454	304	237	485	2
712	984	624	792	504	822	2
122	53	397	822	750	337	2
357	599	290	898	985	447	2
338	342	428	795	742	37	2
909	841	130	90	34	915	2
107	266	857	678	199	674	2
462	402	239	426	95	906	2
314	350	586	279	776	822	2
200	643	856	61	647	939	2
808	290	452	979	618	419	2
727	771	313	382	140	816	2
649	595	522	541	416	377	2
52	565	891	138	310	967	2
55	787	224	222	439	441	2
793	323	532	856	896	210	2
729	534	50	82	806	936	2
865	696	833	390	632	189	2
617	211	429	264	966	531	2
681	879	108	207	259	706	2
884	128	546	145	481	714	2
149	168	338	307	793	504	2
105	697	217	955	641	343	2
488	520	101	183	798	892	2
258	859	871	16	172	832	2
441	683	88	15	976	516	2
769	675	917	387	20	30	2
777	786	381	785	522	345	2
186	96	648	85	752	521	2
260	982	636	688	919	236	2
969	839	308	565	762	473	2
715	429	66	689	663	771	2
988	170	168	199	655	850	2
523	371	327	73	461	173	2
126	595	495	213	406	370	2
24	511	585	722	971	57	2
713	332	92	182	467	320	2
163	467	792	231	619	880	2
294	589	524	976	694	90	2
416	827	169	623	899	514	2
858	952	846	137	915	988	2
616	288	382	74	333	915	2
759	755	417	844	554	443	2
917	793	873	60	175	74	2
193	8	254	922	876	137	2
661	144	659	961	907	576	2
353	942	4	623	852	625	2
611	842	724	149	135	590	2
381	779	102	83	692	532	2
569	959	628	139	228	580	2
890	711	64	750	960	545	2
767	754	787	217	565	942	2
893	984	357	999	336	829	2
626	157	737	841	938	593	2
467	83	400	158	606	938	2
463	920	366	758	685	23	2
469	519	341	197	545	654	2
549	348	77	199	835	573	2
726	201	424	83	389	735	2
24	895	745	170	483	717	2
468	70	843	30	756	765	2
580	870	990	412	0	64	2
52	771	256	110	57	666	2
858	934	301	61	655	815	2
174	582	139	82	24	900	2
575	337	376	300	424	864	2
884	819	979	195	158	807	2
845	374	438	156	820	432	2
530	618	148	56	990	282	2
842	80	616	961	717	907	2
920	245	166	121	782	782	2
935	43	531	674	902	100	2
639	46	362	775	624	78	2
225	256	140	48	655	807	2
449	491	760	382	836	219	2
432	227	160	139	666	237	2
528	366	472	193	958	179	2
932	953	824	33	57	665	2
527	282	393	187	863	961	2
103	358	238	178	464	457	2
572	221	922	756	867	260	2
650	688	939	10	17	932	2
641	304	496	162	537	551	2
156	981	695	586	929	731	2
977	854	12	831	889	326	2
597	554	32	102	945	476	2
132	945	293	871	649	590	2
233	421	161	818	546	350	2
945	502	246	420	254	953	2
593	990	591	214	223	857	2
119	650	193	185	516	608	2
888	499	425	896	769	331	2
937	599	499	192	554	124	2
10	987	364	568	994	579	2
9	743	867	265	590	891	2
349	827	954	504	281	246	2
757	285	114	350	832	673	2
276	924	652	37	35	699	2
969	72	715	51	736	755	2
472	286	266	89	151	604	2
